ESTACAO;UF;MUNICIPIO;NOME;ESTADO;DATA_ATIVACAO;DATA_ULTIMA_MODIF;LAT;LONG;ENDERE«O;GCN;SITES_INTERNOS;DESCRICAO_SITES_INTERNOS
ETPL;DF;BRASILIA;TEL PLANALTINA;Instalado;2021-03-16 19:01:20 UTC;2021-04-12 14:29:13 UTC;-156200213;-476548924;QUADRA 1 BLOCO A, 01, ST COMERCIAL CENTRAL, BRASILIA - DF 73310301 ;N„o;Sala, Sala, Sala, Sala;ANDAR/ETPL/TT/CX, ANDAR/ETPL/TT/TX, EST/ETPL/NI/NI
ETPN;DF;BRASILIA;ETPN;Instalado;2022-11-04 00:00:00 UTC;2022-11-04 00:00:00 UTC;-15765;-47.89;0;N„o;Sala;ANDAR/ETPN/TT/TX
ETSB;DF;BRASILIA;TEL SOBRADINHO;Instalado;2018-12-11 18:15:42 UTC;2019-03-21 16:45:21 UTC;-15648454;-47794392;QUADRA 8, 0000, SOBRADINHO, BRASILIA - DF 73005080;N„o;Sala, Sala, Sala, Sala;ANDAR/ETSB/00/METRO, ANDAR/ETSB/TT/TX, EST/ETSB/NI/NI
ETSN;DF;BRASILIA;TEL SAMAMBAIA NORTE;Instalado;2016-08-21 15:07:06 UTC;2022-02-23 11:18:14 UTC;-158670473;-480826758;QUADRA QR 206, 000, SAMAMBAIA NORTE, BRASILIA - DF 72316000 ;N„o;Sala, Sala, Sala, Sala, Sala;ANDAR/ETSN/TT/DS, ANDAR/ETSN/TT/TX, EST/ETSN/NI/NI, TX
ETSO;DF;BRASILIA;TEL SUL OESTE;Instalado;2018-10-20 18:29:02 UTC;2018-10-20 18:33:08 UTC;-158260775;-479153915;0;N„o;Sala, Sala, Sala, Sala, Sala, Sala;ANDAR/ETSO/TT/02, ANDAR/ETSO/TT/CD, ANDAR/ETSO/TT/METRO, ANDAR/ETSO/TT/TX, EST/ETSO/NI/NI, TX
ETST;DF;BRASILIA;ETST;Instalado;2023-01-07 00:00:00 UTC;2023-01-07 00:00:00 UTC;-15.75;-478794444;0;N„o;Sala;ANDAR/ETST/TT/TX
ETSU;DF;BRASILIA;TEL SUL LESTE;Instalado;2018-10-17 17:16:43 UTC;2018-11-28 13:00:06 UTC;-15820135;-47898519;QUADRA SQS 407, 1, ASA SUL, BRASILIA - DF 70256000 ;N„o;Sala, Sala, Sala;ANDAR/ETSU/TT/TX, EST/ETSU/NI/NI, TX
ETTG;DF;BRASILIA;TAGUATINGA CENTRO;Instalado;2018-02-24 23:06:49 UTC;2019-01-30 11:30:47 UTC;-15833722;-480592972;QUADRA C 10, 000, TAGUATINGA CENTRO, BRASILIA - DF 72010100;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;ANDAR/ETTG/1¬∫/CELULAR, ANDAR/ETTG/2SMP, ANDAR/ETTG/2TX, ANDAR/ETTG/CD/BSATGSW, ANDAR/ETTG/CD/METRO, ANDAR/ETTG/CD/SW, ANDAR/ETTG/TT/01, ANDAR/ETTG/TT/TX, EST/ETTG/NI/NI, SMP
EUS;BA;EUNAPOLIS;EUNAPOLIS;Instalado;2020-02-19 12:10:03 UTC;2020-04-29 21:34:58 UTC;-16374967;-39585513;AVENIDA DOM PEDRO II, 501, CENTRO, EUNAPOLIS - BA 45820081;N„o;Sala, Sala;EST/EUS/NI/NI
EVA;RS;ESTANCIA VELHA;ESTANCIA VELHA;Instalado;2023-04-20 13:00:37 UTC;2023-05-22 19:36:14 UTC;-29650509;-51172562;AVENIDA SETE DE SETEMBRO, 50, CENTRO, ESTANCIA VELHA - RS 93600330 ;N„o;Sala, Sala, Sala;ANDAR/EVA/01/TX, EST/EVA/NI/NI
EVHA;RO;VILHENA;ESTA«√O VILHENA;Instalado;2020-03-20 17:24:03 UTC;2020-05-25 19:48:42 UTC;-127397519;-601340357;AVENIDA CELSO MAZZUTI, 4407, JARDIM AMERICA, VILHENA - RO 76980753;N„o;Sala, Sala, Sala;ANDAR/EVHA/TT/BACKBONE, ANDAR/EVHA/TT/TX, EST/EVHA/NI/NI
FA;AL;MACEIO;FAROL;Instalado;2014-04-03 00:00:00 UTC;2019-11-21 17:45:34 UTC;-96267552;-35740035;RUA ARSENIO FORTES, 186, PINHEIRO, MACEIO - AL 57057300;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;1¬∞ ANDAR - Transmiss„o, CX_ELR_EWSD- FAR03 /1 ANDAR, CX_TROPICO 7 IP TERREO, DG, Datacom, EST/FA/NI/NI, FAR02_COMUTACAO-TROPICO RA, HUAWEI - NGN / 1 ANDAR, IPA, MGW - ALCATEL, Metro, Newbridge, RMS, TRANSMISSAO - 1 ANDAR, TRANSMISSAO - TERREO, TRANSMISS√ÉO - 1¬∫ AND, TRANSMISS√ÉO-1¬∫ ANDAR, TX, Transmissao
FAU1;CE;EUSEBIO;FAU1;Instalado;2019-02-13 12:47:18 UTC;2019-02-13 12:51:53 UTC;-38533453;-384574786;RUA UM, 154, CENTRO, EUSEBIO - CE 61760000;N„o;0;0
FCA;RS;FLORES DA CUNHA;FLORES DA CUNHA-SAC;Instalado;2016-08-21 15:07:06 UTC;2022-10-18 20:20:14 UTC;-29031264;-51183173;0;N„o;Sala, Sala, Sala;ANDAR/FCA/01/TX, ANDAR/FCA/02/CX
FDI;MG;BETIM;FERNAO DIAS;Instalado;2014-04-05 20:46:10 UTC;2022-06-13 10:47:36 UTC;-199600888;-441598022;RUA DOMINGOS BELEM, 62, DOM BOSCO, BETIM - MG 32670508 ;N„o;Sala, Sala, Sala, Sala, Sala;Datacom, EST/FDI/NI/NI, Metro, Newbridge, TRANSMISSAO - TERREO
FLA;ES;CACHOEIRO DE ITAPEMIRIM;FRANCISCO LACERDA DE AGUIAR;Instalado;2015-08-21 15:07:06 UTC;2015-08-21 15:07:06 UTC;-205056;-41646;0;N„o;0;0
FLO;MG;BELO HORIZONTE;FLORAMAR - MG;Instalado;2019-02-20 15:27:48 UTC;2019-05-16 17:36:06 UTC;-1985156;-439270895;RUA AMERICO MARTINS DA COSTA, 997, PROVIDENCIA, BELO HORIZONTE - MG 31814120;N„o;Sala, Sala;EST/FLO/NI/NI
FLRT;SC;JOINVILLE;FLORESTA;Instalado;2016-08-21 15:07:06 UTC;2020-05-03 22:08:32 UTC;-263281505;-488416985;RUA COPACABANA, 770, FLORESTA, JOINVILLE - SC 89211388;N„o;Sala, Sala, Sala, Sala;ANDAR/FLRT/TT/001, ANDAR/FLRT/TT/002, EST/FLRT/NI/NI
FNCL;PR;FRANCISCO BELTRAO;FCO BELTRAO R ROMEU L WELANG, 1055 (ES;Instalado;2016-08-21 15:07:06 UTC;2022-10-18 20:28:28 UTC;-260807057;-530541018;RUA VER ROMEU LAURO WERLANG, 1055, CENTRO, FRANCISCO BELTRAO - PR 85601020 ;N„o;Sala, Sala, Sala, Sala;ANDAR/FNCL/TT/01, ANDAR/FNCL/TT/TX, EST/FNCL/NI/NI
FNS;SC;FLORIANOPOLIS;FLORIANOPOLIS;Instalado;2018-12-14 19:02:11 UTC;2023-12-20 11:26:31 UTC;-275951191;-485493031;RUA STOS DUMONT, 139, CENTRO, FLORIANOPOLIS - SC 88015020 ;Sim;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;ANDAR/FNS/01/025 TX, ANDAR/FNS/03/TX, ANDAR/FNS/04/CD, ANDAR/FNS/04/TX, ANDAR/FNS/TT/001, EST/FNS/NI/NI, SMP, TX NOVA, TX-DADOS
FOIT;PR;FOZ DO IGUACU;FOIT/FOZ DO IGUA«U - ITAIPU;Instalado;2018-12-14 13:20:29 UTC;2020-07-03 10:23:05 UTC;-255171047;-545698156;AVENIDA JOSE MARIA DE BRITO, 2425, JARDIM DAS NACOES, FOZ DO IGUACU - PR 85864320;N„o;Sala, Sala, Sala, Sala, Sala, Sala;ANDAR/FOIT/01/ROUTER, ANDAR/FOIT/01/TXD, ANDAR/FOIT/TT/01, ANDAR/FOIT/TT/BPX, EST/FOIT/NI/NI
FRE;RJ;RIO DE JANEIRO;FREGUESIA I;Instalado;2014-04-05 20:53:07 UTC;2019-09-06 18:20:44 UTC;-229500957;-433387601;ESTRADA DE JACAREPAGUA, 6722, ANIL, RIO DE JANEIRO - RJ 22755145;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;COM. DE DADOS 1 AND. PR. NOVO, Datacom, EST/FRE/NI/NI, FRE04_COMUTACAO-TROPICO RA, MODEM OPTICO FICTICIO, Metro, Newbridge, TRANSMISSAO - 1 ANDAR, ZTX-610 / 2420 / 2 /  1 ANDAR
FRL;RS;FARROUPILHA;FARROUPILHA;Instalado;2022-03-18 18:19:02 UTC;2022-03-18 18:22:00 UTC;-292256154;-513463602;RUA PINHEIRO MACHADO, 449, CENTRO, FARROUPILHA - RS 95170432 ;N„o;Sala, Sala, Sala;ANDAR/FRL/01/TX, CD, TX
FSA;RJ;NITEROI;FONSECA;Instalado;2014-04-05 20:53:15 UTC;2021-11-25 11:56:36 UTC;-22877899;-430866716;RUA SAO JANUARIO, 240, FONSECA, NITEROI - RJ 24130386;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;COMUNICACAO DE DADOS 2 ANDAR, Datacom, EST/FSA/NI/NI, FSA02_COMUTACAO-CENTRAL AXE, MODEM OPTICO FICTICIO, Metro, Newbridge, TRANSMISSAO - 1 ANDAR, TRANSMISSAO - 2 ANDAR - SL 1, ZTX-610 - 2704 / 2 ANDAR
FZAB;MS;CASSILANDIA;FZAB;Instalado;2023-01-07 00:00:00 UTC;2023-01-07 00:00:00 UTC;-192822222;-522808333;0;N„o;0;0
GGU;SE;ARACAJU;GRAGERU;Instalado;2014-04-03 14:08:01 UTC;2023-12-20 11:28:39 UTC;-10937097;-370633309;AVENIDA HERMES FONTES, 2150, LUZIA, ARACAJU - SE 49045760 ;Sim;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;201, BACKBONE II NACIONAL, CTRO, Datacom, EST/GGU/NI/NI, HUAWEI - NGN, Metro, Newbridge, PTS 7IP /TROPICO /, RMS, TRANSMISSAO, TRANSMISSAO - 2ANDAR, TRANSMISS√ÉO - TERREO, TRANSMISS√ÉO-2¬∫ ANDAR, TX
GLH;SP;GUARULHOS;VTAL VILA SILVIA;Instalado;2022-12-01 11:47:34 UTC;2023-10-04 11:36:33 UTC;-2342529;-4650721;RUA INDIANA, 140, JARDIM SILVIA, GUARULHOS - SP 7141370 ;N„o;Sala;SALA TX
GLO;MG;BELO HORIZONTE;GLORIA;Instalado;2014-04-05 20:46:09 UTC;2020-08-25 14:20:05 UTC;-199034458;-440173656;RUA NOVO MUNDO, 94, NOVO GLORIA, BELO HORIZONTE - MG 30880320;N„o;Sala, Sala, Sala, Sala, Sala;Datacom, EQUIPAMENTOS, EST/GLO/NI/NI, Metro, TERREO - PRESSURIZACAO
GOI;MG;BELO HORIZONTE;GOIAS;Instalado;2014-04-05 20:46:09 UTC;2021-03-05 11:27:34 UTC;-199236944;-439362856;RUA GOIAS, 41, CENTRO, BELO HORIZONTE - MG 30190030 ;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;CIN, DADOS / 2 ANDAR, Datacom, EST/GOI/NI/NI, HUAWEI - NGN / TERREO, Metro, Newbridge, PCM, RMS, TRANSMISSAO / TERREO
GOVS;BA;FEIRA DE SANTANA;GETULIO VARGAS;Instalado;2019-08-02 13:33:06 UTC;2019-11-18 18:36:08 UTC;-122548784;-389527659;RUA VISCONDE DE CAIRU, 217, PONTO CENTRAL, FEIRA DE SANTANA - BA 44075135;N„o;Sala, Sala;EST/GOVS/NI/NI
GRCE;PR;GUARATUBA;GUARATUBA;Instalado;2021-07-29 18:15:38 UTC;2021-07-29 18:18:31 UTC;-258778559;-485739051;RUA JOSE NICOLAU ABAGGE, 282, CENTRO, GUARATUBA - PR 83280000 ;N„o;Sala, Sala, Sala, Sala;ANDAR/GRCE/TT/01, ANDAR/GRCE/TT/TXD, COMUTA«√ÉO, EST/GRCE/NI/NI
GRD;RS;GARIBALDI;GARIBALDI;Instalado;2021-05-10 12:56:47 UTC;2021-07-15 16:06:50 UTC;-292573335;-515286885;AVENIDA INDEPENDENCIA, 102, CENTRO, GARIBALDI - RS 95720000 ;N„o;Sala, Sala, Sala;ANDAR/GRD/01/TX, COMUTA«√ÉO
GRDO;RS;GRAMADO;GRDO;Instalado;2023-04-24 21:31:57 UTC;2023-04-24 21:33:16 UTC;-293781358;-508723812;0;N„o;0;0
GRVM;PR;GUARAPUAVA;GUARAPUAVA;Instalado;2014-04-05 22:18:53 UTC;2022-03-11 15:14:54 UTC;-253930385;-514675043;RUA VICENTE MACHADO, 1654, CENTRO, GUARAPUAVA - PR 85010260 ;N„o;Sala, Sala, Sala, Sala, Sala;ANDAR/GRVM/02/TX, ANDAR/GRVM/TT/01, ANDAR/GRVM/TT/TX, EST/GRVM/NI/NI
GTI;PA;ABAETETUBA;GRAVATAI;Em Projeto;2021-04-05 17:00:41 UTC;2021-04-05 17:06:02 UTC;-299407585;-510009828;0;N„o;0;0
GUA;SP;SAO PAULO;ESTACAO GUAIPA;Instalado;2011-05-27 00:00:00 UTC;2023-12-20 11:36:19 UTC;-23521667;-46731111;RUA GUAIPA, 955, VILA LEOPOLDINA, SAO PAULO - SP 5089001 ;Sim;Sala, Sala, Sala;ANDAR/GUA/1/TX, EST/GUA/NI/NI, Sala 4
GUB;RS;GUAIBA;GUAIBA;Instalado;2014-04-05 22:18:52 UTC;2022-03-01 12:37:26 UTC;-301111034;-51322704;RUA VINTE DE SETEMBRO, 1190, CENTRO, GUAIBA - RS 92704360 ;N„o;Sala, Sala;ANDAR/GUB/01/TX
GUR;MG;BELO HORIZONTE;GUARARAPES;Instalado;2015-08-21 15:07:06 UTC;2015-08-21 15:07:06 UTC;-195515;-435617;0;N„o;0;0
HGA;MG;BELO HORIZONTE;HELIO GOMES DO AMARAL;Instalado;2014-04-05 20:46:09 UTC;2019-05-08 19:09:07 UTC;-199204007;-439392264;RUA DOS TAMOIOS, 311, CENTRO, BELO HORIZONTE - MG 30120050;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;3¬∫ ANDAR - TX, 7IP HGA_COMUTACAO_TROPICO, CENTRO DE AUDIO, DADOS, DADOS / 5ANDAR, DADOS / SALA NOVA / 5ANDAR, Datacom, EWSD, HUAWEI - NGN, Metro, NGN, Newbridge, PNCV, PTS-HGA GRANPAR, REDE MULTISERVICO /9 ANDAR, RI, RI - Rede Inteligente, RICD, RMS, RMS, SALA GVT, SALA VISANET 5 ANDAR, SDR, TRANSMISSAO /SL.NOVA 6 ANDAR, TRANSMISSAO /SL.VELHA 5 ANDAR, TRANSMISS√ÉO - T√âRREO, TRANSMISS√ÉO /SL.VELH, TX SALA NOVA/6¬∞ANDAR, TX-04, TX-04 - 6 ANDAR, TX-04/6¬∞ANDAR
HJE;CE;FORTALEZA;HENRIQUE JORGE;Instalado;2019-11-08 14:16:58 UTC;2019-11-11 11:19:25 UTC;-37586952;-385871776;0;N„o;Sala;EST/HJE/NI/NI
IAI;CE;CAUCAIA;ICARAI;Instalado;2014-04-05 19:37:18 UTC;2014-04-05 19:37:18 UTC;-36813691;-386607373;RUA CESAR CALS OLIVEIRA, 1, CENTRO, CAUCAIA - CE 62545000;N„o;Sala, Sala, Sala, Sala, Sala;Datacom, EST/IAI/NI/NI, IAI01_CX_TROPICO R, Metro, TRANSMISSAO_TERREO
IAU;CE;IGUATU;IAU;Instalado;2015-06-30 14:34:55 UTC;2023-12-20 13:16:13 UTC;-63632231;-39297396;RUA FLORIANO PEIXOTO, 675, CENTRO, IGUATU - CE 63500050 ;Sim;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;CX_AXE_ELR - QXA02 - 1 ANDAR, DADOS, Datacom, EST/IAU/NI/NI, IAU01-TROPICO RA, Metro, Newbridge, TRANSMISSAO, TRANSMISSAO-1 ANDAR, TRANSMISS√ÉO-1¬∫ ANDAR
IBA;MG;ITABIRA;ITABIRA;Instalado;2014-04-05 20:45:51 UTC;2021-11-11 19:59:57 UTC;-196232419;-43229303;RUA DOM PRUDENCIO, 243, CENTRO, ITABIRA - MG 35900048 ;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;Datacom, EST/IBA/NI/NI, IBA01_COMUTACAO-TROPICO RA, Metro, Newbridge, RMS, TERREO - SALA 1, TRANSMISSAO - 2 ANDAR, TRANSMISSAO-TERREO, TX / T√âRREO
ICI;GO;ITAPACI;ICI;Instalado;2022-11-04 00:00:00 UTC;2022-11-04 00:00:00 UTC;-149508333;-495494444;0;N„o;Sala, Sala;ANDAR/ICI/TT/01, TX
ICY;PA;BELEM;ICOARACY;Instalado;2014-04-05 19:37:33 UTC;2022-08-31 19:57:33 UTC;-13021362;-484859011;RUA JULIO MARIA, 916, CRUZEIRO-ICOARACI, BELEM - PA 66810060 ;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala;DADOS/TERREO, Datacom, EST/ICY/NI/NI, ICY01_COMUTACAO-TROPICO RA, Newbridge, TRANSMISSAO - TERREO (DG)
IDL;SC;INDAIAL;INDAIAL;Instalado;2022-08-03 16:58:26 UTC;2022-10-31 20:50:15 UTC;-268954979;-492327047;RUA TIRADENTES, 195, CENTRO, INDAIAL - SC 89080030 ;N„o;Sala, Sala;ANDAR/IDL/TT/003, TX
IGA;RS;CANOAS;VL IGARA - CANOAS;Instalado;2018-11-28 15:52:17 UTC;2019-04-08 12:53:06 UTC;-299017355;-511709712;RUA ARAGUAIA, 555, IGARA, CANOAS - RS 92410000;N„o;Sala, Sala, Sala, Sala, Sala, Sala;ANDAR/IGA/01/CD, ANDAR/IGA/01/TX, EST/IGA/NI/NI, GPON
IGAW;BA;SALVADOR;ITAIGARA;Instalado;2016-07-08 00:00:00 UTC;2017-01-24 12:17:00 UTC;-129972718;-384661183;AVENIDA ANTONIO CARLOS MAGALHAES, 885, ITAIGARA, SALVADOR - BA 41825902;N„o;Sala, Sala, Sala, Sala;EST/IGAW/10/49, EST/IGAW/10/NI, EST/IGAW/NI/NI, SALA GPON
IGI;MG;IBIRITE;MINAS GERAIS;Instalado;2015-08-21 15:07:06 UTC;2015-08-21 15:07:06 UTC;-20119;-44332;0;N„o;0;0
IGP;CE;AQUIRAZ;IGUAPE;Instalado;2014-04-05 19:37:10 UTC;2014-04-05 19:37:10 UTC;-39428422;-3829409;0;N„o;Sala, Sala, Sala;CX_TROPICO R - IGP, Datacom, TRANSMISSAO-TERREO
IIG;MG;IPATINGA;IPATINGA;Instalado;2014-04-05 20:45:49 UTC;2022-09-15 19:39:31 UTC;-194755353;-42537612;AVENIDA JOAO VALENTIM PASCOAL, 2100, CENTRO, IPATINGA - MG 35160002 ;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;Datacom, EST/IIG/NI/NI, HUAWEI - NGN / 3 ANDAR, Metro, Newbridge, RMS, TRANSMISSAO-2¬∞ ANDAR, TRANSMISSAO-TERREO, TRANSMISS√ÉO - 1¬∞ AND, TRANSMISS√ÉO-2¬∞ANDAR, Transmiss„o
IJI;RS;IJUI;IJUI-SAC;Instalado;2016-08-21 15:07:06 UTC;2022-01-25 12:25:33 UTC;-283883245;-53917186;RUA 7 DE SETEMBRO, 600, CENTRO, IJUI - RS 98700000 ;N„o;Sala, Sala, Sala;ANDAR/IJI/01/TX, TX
ILH;BA;ILHEUS;ILHEUS;Instalado;2014-04-03 14:07:57 UTC;2021-06-21 14:30:20 UTC;-147961191;-390380649;RUA SETE SETEMBRO, 181, CENTRO, ILHEUS - BA 45653555 ;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;Datacom, EST/ILH/NI/NI, ILH02_COMUTACAO-TROPICO RA, Metro, Newbridge, RMS, TRANSMISSAO 01 - TERREO, TRANSMISSAO 02 - TERREO
INT;SE;ITABAIANA;ITABAIANA;Instalado;2014-04-03 14:08:01 UTC;2021-09-21 00:04:59 UTC;-106869714;-374284157;PRACA JOAO PESSOA, 236, CENTRO, ITABAIANA - SE 49500070 ;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;Datacom, EST/INT/NI/NI, INT01_COMUTACAO-TROPICO RA, Metro, Newbridge, RMS, TRANSMISSAO-TERREO, TRANSMISS√ÉO - 1¬∫ AND
INVR;SC;FLORIANOPOLIS;INVR;Instalado;2022-11-04 00:00:00 UTC;2023-11-01 23:06:57 UTC;-275966667;-485491667;0;N„o;Sala, Sala;ANDAR/INVR/TT/001, ANDAR/INVR/TT/002
IOR;PR;IBIPORA;IBIPORA;Instalado;2016-08-21 15:07:06 UTC;2022-04-19 20:59:16 UTC;-232690835;-510497937;RUA PRIMEIRO DE MAIO, 613, SETOR 3, IBIPORA - PR 86206144;N„o;Sala, Sala, Sala;ANDAR/IOR/TT/01, EST/IOR/NI/NI, TX
IPA;GO;ANAPOLIS;IPORA;Instalado;2018-03-22 13:38:55 UTC;2021-12-13 13:09:42 UTC;-163452577;-489387509;0;N„o;0;0
IPCU;RJ;MARICA;ITAIPUACU I;Instalado;2014-04-05 20:53:11 UTC;2021-07-22 17:40:17 UTC;-22964817;-429644564;RUA VAN LERBERGUE, QU12, JD ATLANTICO OESTE, MARICA - RJ 24935440;N„o;Sala, Sala, Sala, Sala, Sala;Datacom, EST/IPCU/NI/NI, MODEM OPTICO FICTICIO, TRANSMISSAO - 1 ANDAR
IPN;RS;PORTO ALEGRE;IPN- PORTO ALEGRE;Instalado;2021-03-03 11:30:18 UTC;2021-06-24 20:11:18 UTC;-301375597;-512210434;AVENIDA JUCA BATISTA, 400, IPANEMA, PORTO ALEGRE - RS 91770000 ;N„o;Sala, Sala, Sala, Sala, Sala, Sala;ANDAR/IPN/01/CD, ANDAR/IPN/01/TX, ANDAR/IPN/02/TX, ANDAR/IPN/03/TX, EST/IPN/NI/NI
IQQ;SP;ITAQUAQUECETUBA;VTAL PQ PIRATININGA;Instalado;2023-01-14 12:46:25 UTC;2023-03-01 16:50:52 UTC;-23438691;-46382793;RUA FERNANDO NAMORA, 844, PARQUE PIRATININGA, ITAQUAQUECETUBA - SP 8583410 ;N„o;Sala;SALA TX
IRCL;PR;IRATI;IRATI R CORONEL GRACIA, 631;Instalado;2016-08-21 15:07:06 UTC;2023-01-17 19:53:43 UTC;-254663174;-506493678;RUA CEL GRACIA, 631, CENTRO, IRATI - PR 84500066 ;N„o;Sala, Sala;ANDAR/IRCL/TT/01, TX
IRIU;SC;JOINVILLE;IRIRIU;Instalado;2016-08-21 15:07:06 UTC;2022-11-30 19:47:06 UTC;-262727515;-488286262;RUA IRIRIU, 1735, IRIRIU, JOINVILLE - SC 89227015 ;N„o;Sala, Sala, Sala;ANDAR/IRIU/TT/001, ANDAR/IRIU/TT/TX
IRJ;CE;HIDROLANDIA;IRAJA  HIDROLANDIA;Instalado;2014-04-05 19:37:32 UTC;2014-04-05 19:37:32 UTC;-43641667;-404716667;0;N„o;Sala;EQUIPAMENTOS
ITB;BA;ITABUNA;ITABUNA;Instalado;2014-04-03 14:07:57 UTC;2023-12-20 13:13:43 UTC;-147884387;-392787284;RUA MANUEL CERQUEIRA BRANDAO, 320, PONTALZINHO, ITABUNA - BA 45603004 ;Sim;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;ALCATEL - NGN / 2  ANDAR, BACKBONE, Datacom, EST/ITB/NI/NI, HUAWEI - NGN, ITB02_COMUTACAO-AXE, Metro, NEWBRIDGE, Newbridge, RMS, SALA DADOS, TRANSMISSAO, TRANSMISSAO - 2 ANDAR, TRANSMISS√ÉO, TRANSMISS√ÉO - 2¬∫ AND, TRANSMISS√ÉO - T√âRREO
ITPU;PR;CURITIBA;ITPU;Instalado;2022-11-04 00:00:00 UTC;2022-11-04 00:00:00 UTC;-25.43;-492716667;0;N„o;0;0
ITPV;RJ;PETROPOLIS;ITAIPAVA I;Instalado;2014-04-05 20:53:11 UTC;2018-12-26 11:15:12 UTC;-22378621;-431322283;ESTRADA UNIAO E INDUSTRIA, 9060, ITAIPAVA, PETROPOLIS - RJ 25730735;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala;COMUNICACAO DE DADOS 1 ANDAR, Datacom, EST/ITPV/NI/NI, MODEM OPTICO FICTICIO, Metro, Newbridge, TRANSMISSAO - TERREO
ITQ;SP;BARUERI;NOVA EST BARUERI - H074;Instalado;2023-03-07 14:45:02 UTC;2023-07-03 11:06:24 UTC;-234864866;-468866955;RUA PRESIDENTE JOAO GOULART, 459, JARDIM ITAQUITI, BARUERI - SP 6422010 ;N„o;Sala;SALA TX
ITSC;SC;BLUMENAU;ITOUPAVA SECA;Instalado;2020-02-11 17:11:38 UTC;2020-02-11 17:14:06 UTC;-268928287;-490851577;RUA ENG PAUL WERNER, 1250, ITOUPAVA SECA, BLUMENAU - SC 89030101 ;N„o;Sala, Sala, Sala, Sala, Sala;ANDAR/ITSC/TT/001, ANDAR/ITSC/TT/01, ANDAR/ITSC/TT/TX, EST/ITSC/NI/NI
ITU;SP;ITU;ITU;Instalado;2023-06-15 17:13:04 UTC;2023-06-15 17:14:16 UTC;-2327784;-4727325;0;N„o;0;0
ITUA;BA;SALVADOR;ITAPUA;Instalado;2014-04-03 14:07:55 UTC;2022-07-01 12:53:27 UTC;-129391214;-383622022;AVENIDA DORIVAL CAYMMI, 395, ITAPUA, SALVADOR - BA 41635152;N„o;Sala, Sala, Sala, Sala, Sala, Sala;Datacom, EST/ITUA/NI/NI, ITUA2_COMUTACAO-TROPICO RA, Metro, Newbridge, TRANSMISSAO - TERREO
ITZ;MA;IMPERATRIZ;IMPERATRIZ;Instalado;2020-12-08 17:43:42 UTC;2023-12-20 12:23:05 UTC;-55263788;-474782323;RUA RIO GRANDE DO NORTE, 740, CENTRO, IMPERATRIZ - MA 65901435;Sim;Sala, Sala;1¬∫ ANDAR - SALA TX, EST/ITZ/NI/NI
IUM;GO;INHUMAS;NOVA EST INHUMAS;Instalado;2023-03-06 10:33:22 UTC;2023-07-10 20:41:16 UTC;-163627149;-494941073;RUA PEDRO PIO Q 55, SN, Lote 11, S CENTRAL, INHUMAS - GO 75400459 ;N„o;Sala;0
IVCC;SC;BLUMENAU;ITOUPAVA CENTRAL;Instalado;2020-05-06 17:53:01 UTC;2020-05-08 14:13:00 UTC;-268092376;-490877229;RUA GUSTAVO ZIMMERMANN, 4080, ITOUPAVA CENTRAL, BLUMENAU - SC 89063000;N„o;Sala, Sala, Sala;ANDAR/IVCC/TT/002, EST/IVCC/NI/NI
JAB;RJ;RIO DE JANEIRO;JABOUR;Instalado;2014-04-05 20:53:07 UTC;2021-10-04 17:12:07 UTC;-228828809;-434900919;AVENIDA SANTA CRUZ, 7286, BANGU, RIO DE JANEIRO - RJ 21710231 ;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;COMUNICACAO DE DADOS 1 ANDAR, DG/TRANSMISSAO - 2 ANDAR, Datacom, EST/JAB/NI/NI, JAB01_CX_TROPICO R, Metro, ZETAX-610 / 2419-94 / 2 ANDAR
